platform_id,video_id,watch_count,total_time_watched,price_per_watch
103,912,692796,26326248,0.41
70,246,475828,11419872,0.47
68,139,988008,50388408,0.48
20,493,450627,8561913,0.17
17,1866,705049,11985833,0.19
162,1526,1497,73353,0.25
158,1543,1506,43674,0.35
78,1255,912474,29199168,0.19
64,637,285242,6275324,0.48
158,752,1501,33022,0.12
160,1077,2000,54000,0.28
116,1127,403238,12500378,0.26
96,248,210787,6112823,0.15
159,101,1511,13599,0.4
60,1668,893607,37531494,0.23
162,907,1499,34477,0.23
160,1270,2003,36054,0.19
158,1746,1498,50932,0.17
162,1775,1495,44850,0.17
118,1566,857331,12859965,0.26
100,1643,691049,6910490,0.19
65,64,78480,2903760,0.13
160,303,1995,113715,0.37
122,1338,989418,55407408,0.21
8,1462,110548,5637948,0.17
104,1550,689769,34488450,0.23
158,1839,1500,24000,0.27
104,52,552079,23187318,0.21
158,1687,1496,16456,0.37
82,1800,535039,19261404,0.12
152,979,716036,30073512,0.44
71,632,670038,19431102,0.22
144,1364,29502,1150578,0.44
105,1036,736994,36849700,0.23
121,427,502347,12558675,0.22
89,1383,936999,9369990,0.1
23,1049,223186,7365138,0.36
159,299,1508,31668,0.37
159,1436,1506,36144,0.4
160,1278,2000,12000,0.28
162,1622,1497,34431,0.24
79,870,515565,13404690,0.32
159,630,1503,82665,0.26
147,1189,545689,28921517,0.15
159,92,1516,24256,0.38
13,644,916858,18337160,0.19
32,96,427621,8552420,0.26
103,1281,329821,14182303,0.48
116,1386,916872,9168720,0.11
159,763,1511,39286,0.45
44,197,137552,3576352,0.3
10,542,318349,7958725,0.24
152,524,892163,42823824,0.2
94,1453,261264,15153312,0.31
10,53,619691,14252893,0.1
160,1680,1999,83958,0.48
162,76,1502,31542,0.2
157,975,784237,22742873,0.47
147,548,622243,18045047,0.18
162,385,1506,9036,0.23
158,1369,1503,42084,0.25
18,950,525785,29443960,0.27
121,922,889097,26672910,0.5
17,27,747463,3737315,0.44
27,120,134422,5242458,0.15
159,395,1512,15120,0.31
161,925,1501,82555,0.48
161,744,1499,43471,0.42
26,399,70265,1756625,0.19
158,328,1500,25500,0.41
119,670,848866,17826186,0.14
136,1654,921436,21193028,0.49
158,1412,1501,37525,0.35
162,699,1499,88441,0.47
81,1002,790029,46611711,0.17
133,1369,680754,19061112,0.19
150,213,293297,5572643,0.43
64,818,845835,46520925,0.17
162,1878,1497,50898,0.39
44,1261,623569,24942760,0.19
76,1807,322183,9665490,0.41
110,1397,344465,2066790,0.36
159,48,1514,25738,0.37
88,1999,710324,18468424,0.46
161,671,1499,11992,0.28
92,36,539170,16175100,0.37
61,997,39056,1562240,0.28
48,488,764436,44337288,0.39
33,1974,443640,4880040,0.37
38,784,565184,20911808,0.46
29,0,393830,3938300,0.48
112,36,597674,17930220,0.38
81,353,185329,4262567,0.44
52,1922,737885,32466940,0.42
6,1895,44561,980342,0.35
51,1994,369676,16265744,0.25
21,775,244293,3664395,0.47
127,578,159246,8280792,0.36
158,557,1504,49632,0.49
87,1952,764862,7648620,0.45
160,1115,2000,62000,0.19
162,1229,1494,41832,0.39
105,295,967113,4835565,0.38
40,1943,536539,24680794,0.33
58,1006,600105,7801365,0.22
28,396,272787,5455740,0.4
161,946,1500,72000,0.46
39,769,571966,23450606,0.35
161,1508,1498,10486,0.38
57,2,121067,6295484,0.28
159,1535,1508,88972,0.4
47,195,442545,21242160,0.29
94,1385,269313,7810077,0.43
159,393,1515,21210,0.45
158,1534,1499,86942,0.49
159,145,1504,79712,0.32
159,374,1507,12056,0.28
120,1336,424213,25452780,0.3
106,1693,29596,680708,0.26
128,1446,706753,42405180,0.49
158,241,1500,60000,0.42
162,322,1496,19448,0.26
161,602,1503,10521,0.29
57,1439,302719,12108760,0.27
1,252,827662,33106480,0.29
160,176,2003,50075,0.16
45,1537,544354,16330620,0.42
120,239,753464,16576208,0.41
137,1273,742241,37112050,0.2
12,196,822918,9875016,0.31
158,773,1502,21028,0.29
141,807,828717,9944604,0.2
107,310,309050,14216300,0.49
94,1597,891448,18720408,0.14
50,1837,491279,7369185,0.26
107,1994,449475,19776900,0.22
75,450,191252,5737560,0.1
162,600,1498,44940,0.38
29,1307,461545,21692615,0.18
160,317,2004,44088,0.26
52,297,829670,26549440,0.19
138,1859,667134,3335670,0.23
109,693,260462,6772012,0.5
160,1741,2003,96144,0.16
158,625,1500,33000,0.23
161,368,1506,75300,0.28
71,1199,6893,103395,0.35
117,226,989597,30677507,0.35
160,1718,1992,95616,0.31
116,944,527460,21625860,0.21
158,1507,1497,35928,0.34
85,1193,621980,33586920,0.34
158,1245,1502,58578,0.41
158,286,1494,28386,0.39
58,1117,101843,4582935,0.21
57,585,636748,20375936,0.27
54,1338,212507,11900392,0.4
146,1868,944625,28338750,0.3
22,264,857961,15443298,0.39
122,1014,386632,22424656,0.48
100,65,76734,1764882,0.45
145,1547,143027,2574486,0.42
139,1601,421413,11799564,0.41
142,1896,67388,404328,0.28
66,1625,814484,41538684,0.21
112,206,998264,5989584,0.27
156,1784,39766,357894,0.42
143,253,393317,11406193,0.31
45,1138,747832,5234824,0.22
61,7,728705,8744460,0.28
84,1555,868535,22581910,0.18
162,909,1499,68954,0.37
162,529,1503,42084,0.19
162,1052,1494,32868,0.37
159,1440,1508,75400,0.25
162,551,1504,61664,0.32
129,1116,184975,10358600,0.46
118,1729,673138,9423932,0.26
142,629,987232,29616960,0.11
92,1739,192840,10799040,0.43
18,774,525014,8400224,0.11
161,858,1506,12048,0.42
162,916,1501,45030,0.43
22,816,542609,20619142,0.24
131,1891,657744,9866160,0.39
160,1291,2002,54054,0.3
161,303,1501,85557,0.43
1,520,316026,11060910,0.43
53,772,746036,22381080,0.45
117,1281,29909,1286087,0.2
83,209,817295,35143685,0.22
159,1178,1514,33308,0.28
159,1956,1516,78832,0.25
64,1726,270399,7571172,0.45
67,54,57604,3168220,0.44
67,235,393069,1965345,0.11
160,1258,1998,15984,0.37
122,1694,225482,4735122,0.45
3,1486,538659,27471609,0.4
2,1465,902763,23471838,0.27
85,250,208898,2506776,0.16
104,1307,333152,15658144,0.34
26,243,521646,3129876,0.15
130,1471,150977,2868563,0.21
32,1834,323305,8405930,0.2
135,28,893473,8041257,0.35
41,1654,505239,11620497,0.44
136,1005,934698,54212484,0.35
162,1951,1498,71904,0.47
68,1899,899136,47654208,0.29
159,220,1512,39312,0.13
150,1065,312832,5630976,0.38
87,47,903611,24397497,0.26
160,1513,2002,90090,0.24
102,732,973357,32120781,0.32
162,251,1501,72048,0.35
36,957,977592,11731104,0.45
141,1195,357421,18228471,0.47
158,948,1496,83776,0.48
162,1254,1503,43587,0.22
0,1985,539918,6479016,0.49
162,1898,1501,34523,0.49
23,1978,765907,19913582,0.43
132,1509,207219,5802132,0.34
60,1265,886608,7092864,0.41
143,106,85387,1195418,0.48
101,66,145425,4508175,0.2
160,1048,1999,49975,0.15
159,551,1514,62074,0.43
132,1510,594809,23792360,0.35
23,1140,930417,13956255,0.16
161,537,1500,42000,0.3
48,1386,23720,237200,0.45
97,127,620144,12402880,0.46
82,1236,76817,3379948,0.11
134,114,136365,2863665,0.36
30,496,922515,17527785,0.49
156,1712,533272,6399264,0.17
104,1774,917883,25700724,0.48
158,1771,1501,40527,0.41
162,1758,1495,22425,0.42
22,1817,788383,41784299,0.3
158,889,1500,25500,0.41
21,1937,831280,22444560,0.47
81,644,43538,870760,0.32
40,103,107860,5932300,0.38
160,1816,2002,42042,0.12
158,1949,1498,46438,0.25
66,312,171273,6679647,0.47
158,1190,1501,37525,0.3
7,1858,90795,1452720,0.44
159,702,1509,86013,0.42
160,1409,1999,101949,0.34
159,687,1509,21126,0.3
75,620,714238,32140710,0.41
11,338,186692,5040684,0.2
158,1632,1503,19539,0.4
100,75,571461,15429447,0.45
162,350,1497,32934,0.36
99,1311,270142,2971562,0.36
158,667,1501,78052,0.21
158,1925,1505,45150,0.5
109,1116,554036,31026016,0.29
160,1881,1996,25948,0.46
146,791,70336,3727808,0.41
155,948,879485,49251160,0.25
123,1462,510303,26025453,0.45
158,1928,1509,28671,0.45
159,555,1512,13608,0.31
159,1150,1512,89208,0.3
158,18,1495,80730,0.17
159,174,1507,34661,0.15
92,1526,854346,41862954,0.28
162,742,1498,65912,0.36
145,1810,569908,19946780,0.29
100,1761,461744,12005344,0.43
113,41,886776,4433880,0.23
82,1491,375065,4125715,0.2
158,1686,1498,56924,0.43
37,933,827264,23990656,0.39
134,1909,207268,7461648,0.49
76,386,872543,22686118,0.2
162,346,1499,38974,0.28
6,897,548881,17564192,0.22
81,331,906310,25376680,0.48
140,1346,239903,1679321,0.44
162,1233,1501,49533,0.24
80,1980,829499,6635992,0.46
162,1304,1496,79288,0.34
56,1875,195910,1959100,0.25
159,1484,1512,77112,0.29
92,1869,966496,50257792,0.42
161,1527,1503,45090,0.46
160,513,2003,56084,0.5
12,1488,42673,384057,0.5
158,1471,1499,28481,0.2
53,292,657068,32196332,0.17
70,193,283423,9069536,0.1
83,1159,461770,4155930,0.17
149,1338,347518,19461008,0.4
162,1123,1497,61377,0.12
11,933,651678,18898662,0.38
140,1474,232227,12308031,0.11
159,704,1505,45150,0.17
58,403,658052,23689872,0.24
66,1616,861998,25859940,0.49
160,1608,2000,98000,0.25
160,1349,2004,44088,0.35
107,1135,193552,11032464,0.35
151,1559,481477,25999758,0.49
162,1481,1502,16522,0.17
20,1905,379510,4174610,0.1
162,794,1505,49665,0.4
121,1275,417112,3336896,0.24
28,1511,62234,1244680,0.39
153,1289,382089,22543251,0.45
160,193,2000,64000,0.29
76,1101,388800,8553600,0.2
48,711,393713,20866789,0.28
158,1345,1503,60120,0.29
136,1311,551664,6068304,0.21
159,388,1512,12096,0.45
146,772,172638,5179140,0.14
160,69,1999,69965,0.32
158,433,1497,41916,0.15
159,1505,1514,30280,0.35
160,1034,2002,120120,0.15
80,627,633866,13311186,0.34
120,2,852096,44308992,0.26
162,51,1500,27000,0.29
124,391,290132,4642112,0.1
162,1409,1505,76755,0.3
88,1538,325467,8462142,0.14
162,1961,1501,16511,0.39
74,811,18098,452450,0.43
161,459,1498,40446,0.18
96,1794,586100,18755200,0.19
85,1157,679729,18352683,0.37
159,971,1508,37700,0.17
17,1541,945684,8511156,0.39
38,560,285396,4566336,0.22
93,1404,634265,5074120,0.25
114,604,610705,32978070,0.16
162,121,1504,24064,0.42
161,1832,1504,40608,0.48
3,1249,730531,29951771,0.19
162,1843,1500,40500,0.19
81,1776,184242,4606050,0.27
30,789,399974,11199272,0.2
109,653,933034,37321360,0.3
160,359,2004,60120,0.45
85,356,848164,46649020,0.45
158,279,1504,31584,0.4
161,882,1500,33000,0.23
158,911,1501,73549,0.45
159,421,1514,43906,0.31
28,1532,729065,32807925,0.41
5,319,510790,26050290,0.13
101,300,400909,4810908,0.11
52,495,11225,235725,0.27
143,356,656365,36100075,0.19
161,1748,1507,40689,0.29
127,1554,638813,5749317,0.4
10,1303,1851,38871,0.44
159,639,1507,49731,0.38
75,1243,114268,4684988,0.24
123,1567,31629,506064,0.4
159,175,1507,28633,0.22
161,684,1503,27054,0.4
151,655,76719,1917975,0.16
52,1134,175177,5255310,0.18
80,1588,644639,18694531,0.31
141,1036,904331,45216550,0.44
153,806,68481,3081645,0.1
62,1090,993971,30813101,0.31
101,1327,21260,595280,0.21
158,1641,1496,55352,0.12
7,486,685347,8909511,0.23
160,816,2006,76228,0.17
125,610,218611,8088607,0.44
45,1286,12147,121470,0.4
148,666,510870,9706530,0.39
119,1044,654978,9169692,0.17
158,1540,1502,61582,0.22
84,1126,979681,11756172,0.12
8,1631,806752,15328288,0.27
46,1337,292127,7887429,0.37
142,429,656805,31526640,0.28
146,795,121762,6209862,0.42
16,1550,500314,25015700,0.22
53,1603,401106,10829862,0.45
161,313,1498,8988,0.25
109,1873,803729,13663393,0.45
132,838,646541,37499378,0.41
95,65,248387,5712901,0.28
161,1483,1501,75050,0.46
160,673,2000,62000,0.46
82,626,578300,7517900,0.27
17,1602,826870,46304720,0.44
158,1402,1506,61746,0.21
70,616,947473,4737365,0.13
160,901,2000,26000,0.19
112,1214,869736,24352608,0.5
10,500,527204,14234508,0.36
30,1196,232575,4884075,0.2
158,837,1502,16522,0.21
162,33,1496,28424,0.12
19,1901,616923,3084615,0.45
20,377,622724,34872544,0.28
15,181,213711,3633087,0.46
56,1212,214916,6232564,0.22
111,1890,569725,33044050,0.36
118,165,691119,36629307,0.34
149,71,368871,5164194,0.26
162,1576,1500,42000,0.32
161,1490,1501,55537,0.14
17,1090,991652,30741212,0.46
53,1698,718111,14362220,0.44
79,1903,6887,103305,0.32
51,1527,192160,5764800,0.26
70,67,927461,8347149,0.15
158,865,1502,39052,0.22
160,1835,2003,58087,0.36
63,1244,64047,768564,0.19
162,1488,1505,13545,0.18
104,1708,174303,9238059,0.26
26,1921,696546,16717104,0.43
162,411,1502,37550,0.46
84,1545,310080,1860480,0.39
73,945,596826,34019082,0.17
160,1778,1996,87824,0.23
162,1050,1504,40608,0.13
159,528,1511,15110,0.37
89,1203,60798,2371122,0.25
115,633,801727,10422451,0.16
31,679,223724,11857372,0.2
160,178,2001,50025,0.44
76,1940,465307,5583684,0.37
142,746,689437,23440858,0.45
162,228,1499,25483,0.26
75,1946,420499,10932974,0.47
160,134,1999,53973,0.16
45,1240,625161,21880635,0.22
65,1303,145804,3061884,0.41
12,594,816071,48148189,0.34
95,1984,941555,28246650,0.3
119,1719,657820,12498580,0.28
149,1534,952304,55233632,0.15
158,855,1499,13491,0.42
159,556,1510,39260,0.31
155,970,943740,44355780,0.4
7,1832,651126,17580402,0.31
158,21,1501,63042,0.23
124,1442,493775,20244775,0.42
154,1462,497084,25351284,0.21
161,1928,1502,28538,0.42
92,1348,654158,16353950,0.38
159,1720,1509,72432,0.15
72,1323,175152,2977584,0.38
161,937,1501,49533,0.11
21,972,435153,12184284,0.49
162,1851,1498,17976,0.35
78,747,957643,44051578,0.15
158,377,1505,84280,0.22
161,1635,1503,16533,0.23
100,170,640925,21150525,0.2
131,1534,124948,7246984,0.45
112,1043,624387,17482836,0.47
162,1089,1496,16456,0.47
158,1694,1495,31395,0.27
159,690,1506,21084,0.24
36,1117,538453,24230385,0.38
160,439,2001,74037,0.44
69,736,298884,7472100,0.34
8,593,403059,20959068,0.17
103,817,65945,1318900,0.15
143,130,472953,10877919,0.33
6,968,485535,5826420,0.36
135,488,325224,18862992,0.49
63,1375,617514,17290392,0.5
57,1353,50201,1054221,0.17
160,81,2003,20030,0.34
21,847,302605,3328655,0.37
158,1506,1501,78052,0.45
61,700,811542,22723176,0.15
139,1910,267895,11251590,0.17
161,1158,1492,79076,0.26
103,92,42143,674288,0.14
16,1233,170899,5639667,0.14
159,1236,1509,66396,0.36
31,1963,609831,15855606,0.2
139,676,461078,16598808,0.34
122,980,781615,24230065,0.38
160,686,1999,31984,0.31
69,541,398561,8369781,0.48
3,1571,337331,19565198,0.11
110,1037,403307,13309131,0.23
133,744,265112,7688248,0.45
160,564,1997,111832,0.35
16,1767,399989,15999560,0.13
121,644,969582,19391640,0.46
162,348,1499,31479,0.11
23,1173,659151,17137926,0.3
161,668,1500,69000,0.24
38,1477,610678,9160170,0.3
158,1128,1499,10493,0.19
58,730,682583,22525239,0.18
161,805,1499,38974,0.4
153,1890,920817,53407386,0.35
159,171,1510,33220,0.21
68,108,553663,12734249,0.39
19,1991,600564,12011280,0.39
159,1544,1506,42168,0.29
158,1674,1502,51068,0.14
162,984,1504,28576,0.12
158,1459,1497,41916,0.47
162,1098,1496,83776,0.42
82,189,28813,633886,0.27
135,1992,562394,6748728,0.39
103,381,411816,11942664,0.44
97,436,742521,37126050,0.2
75,1487,4373,26238,0.14
162,1360,1499,59960,0.12
158,362,1497,65868,0.47
142,1054,500031,3500217,0.25
91,1122,902732,41525672,0.4
161,1879,1505,18060,0.28
103,1880,522339,6790407,0.48
158,1560,1503,73647,0.32
159,1633,1507,61787,0.14
84,738,356276,17813800,0.24
145,130,358100,8236300,0.16
162,1825,1503,46593,0.16
72,1544,848446,23756488,0.29
161,1172,1503,16533,0.22
161,1037,1499,49467,0.44
76,69,745715,26100025,0.43
159,564,1512,84672,0.12
45,483,127526,5611144,0.34
16,639,396401,13081233,0.26
161,1554,1502,13518,0.29
8,111,712433,14961093,0.34
159,259,1515,86355,0.2
159,1145,1509,66396,0.48
162,1348,1502,37550,0.26
160,1070,2001,66033,0.2
14,1478,939309,15968253,0.13
158,1959,1505,79765,0.2
4,1681,528425,31177075,0.29
15,1284,454289,23168739,0.27
72,410,294824,13856728,0.32
161,1868,1506,45180,0.23
141,258,392212,2353272,0.1
160,1978,2000,52000,0.22
89,1473,969234,53307870,0.23
135,1588,896239,25990931,0.25
145,706,529231,23286164,0.11
9,445,942679,44305913,0.22
162,402,1501,16511,0.38
161,1528,1499,79447,0.16
160,1190,2005,50125,0.14
43,751,732492,8057412,0.17
75,953,57615,1094685,0.35
33,1376,547964,22466524,0.15
8,102,769186,36920928,0.45
160,1875,2002,20020,0.11
133,899,625955,15022920,0.19
6,803,478020,11950500,0.37
119,1787,212935,4045765,0.22
65,1258,729255,5834040,0.21
91,1901,979490,4897450,0.33
108,1118,154917,9295020,0.36
159,1922,1515,66660,0.17
162,291,1499,38974,0.26
103,516,272324,1361620,0.43
50,877,580298,6963576,0.42
106,1245,49961,1948479,0.13
159,1682,1513,74137,0.38
139,1147,852299,25568970,0.24
161,1675,1499,43471,0.27
160,109,1998,59940,0.31
161,1425,1504,42112,0.49
156,985,468080,5148880,0.19
162,1893,1506,12048,0.42
162,1722,1494,23904,0.45
41,889,909841,15467297,0.13
158,829,1501,12008,0.33
160,176,2002,50050,0.33
160,1719,1997,37943,0.5
132,291,672613,17487938,0.24
159,1784,1513,13617,0.41
73,1749,265968,7979040,0.28
125,1681,744886,43948274,0.17
160,1109,1996,57884,0.34
109,606,544629,2723145,0.41
23,1751,155982,1871784,0.19
159,822,1515,80295,0.26
103,1999,144612,3759912,0.4
161,1810,1500,52500,0.29
29,456,304659,3655908,0.41
160,1769,2005,52130,0.48
162,1280,1500,63000,0.5
41,260,415140,19511580,0.32
85,1750,832161,17475381,0.4
71,1887,614270,16585290,0.44
41,1658,489986,13229622,0.39
6,1566,107200,1608000,0.25
111,1251,183440,8071360,0.21
139,1412,710613,17765325,0.23
158,981,1494,17928,0.38
162,1334,1497,38922,0.44
136,191,236848,5921200,0.11
156,1173,448596,11663496,0.28
110,835,794007,34142301,0.46
65,1211,361688,8318824,0.22
161,1008,1494,20916,0.33
26,1085,633662,36752396,0.2
161,823,1501,30020,0.35
143,857,79083,632664,0.49
96,1641,282812,10464044,0.32
83,685,19519,702684,0.22
42,1584,421930,23628080,0.38
158,336,1504,66176,0.21
133,1677,462024,24025248,0.15
67,131,795185,46120730,0.19
129,1057,556380,31713660,0.24
24,1234,584002,27448094,0.43
64,55,957882,34483752,0.41
62,1276,854301,13668816,0.15
19,1343,675245,16205880,0.44
154,2,579054,30110808,0.22
103,1792,871510,47933050,0.23
161,509,1497,47904,0.16
111,1364,184475,7194525,0.26
161,842,1503,45090,0.36
0,1020,147621,2214315,0.16
143,1942,527803,4750227,0.41
161,186,1505,10535,0.29
158,189,1500,33000,0.14
143,1403,71534,2503690,0.2
46,909,843189,38786694,0.26
161,1853,1501,18012,0.12
158,1408,1499,68954,0.29
90,1318,731534,29992894,0.35
152,1441,196672,6883520,0.12
156,631,468474,5621688,0.44
57,432,26116,1514728,0.23
160,1196,2005,42105,0.43
93,1837,137576,2063640,0.16
162,122,1499,31479,0.22
162,1217,1497,43413,0.48
79,984,406315,7719985,0.44
122,505,770805,20040930,0.45
63,1148,646577,17457579,0.13
129,188,917695,47720140,0.3
158,1319,1498,80892,0.14
158,1703,1500,37500,0.34
41,1516,793421,18248683,0.39
121,1407,274472,13723600,0.4
77,1675,785420,22777180,0.32
159,1786,1510,48320,0.25
89,1497,36028,216168,0.14
160,1556,2001,90045,0.33
47,346,606589,15771314,0.47
160,314,1996,35928,0.37
162,812,1499,41972,0.28
101,105,463802,8812238,0.23
137,1221,50724,1369548,0.23
105,811,660505,16512625,0.48
138,1742,390166,10924648,0.26
160,1217,2002,58058,0.28
102,415,77487,1704714,0.43
132,1592,35355,388905,0.37
100,736,184468,4611700,0.28
160,389,2000,28000,0.4
72,1720,884143,42438864,0.4
160,9,2004,98196,0.41
162,276,1499,37475,0.11
160,1838,2001,16008,0.33
162,1157,1502,40554,0.2
160,1304,2002,106106,0.34
154,1785,14698,440940,0.41
158,171,1502,33044,0.18
148,1587,954185,23854625,0.32
152,1579,857342,25720260,0.4
73,1587,113684,2842100,0.37
89,1792,746328,41048040,0.18
158,688,1498,40446,0.42
95,3,243085,5590955,0.33
8,1892,136676,3553576,0.43
159,1667,1512,28728,0.33
131,1421,212927,7452445,0.45
159,1785,1513,45390,0.17
60,500,411436,11108772,0.14
161,1251,1504,66176,0.3
118,463,200578,4412716,0.14
119,1118,529741,31784460,0.1
160,253,2001,58029,0.21
102,1874,372968,7459360,0.44
60,1318,922168,37808888,0.23
0,1390,538242,13456050,0.5
26,1385,680217,19726293,0.39
90,1846,487275,4872750,0.44
21,91,184411,10142605,0.25
89,554,987784,4938920,0.3
158,1629,1500,54000,0.16
121,1951,953556,45770688,0.39
30,224,945979,43515034,0.13
87,1336,271933,16315980,0.15
158,1279,1501,88559,0.42
161,717,1499,49467,0.26
161,1247,1500,15000,0.37
23,1402,353493,14493213,0.5
5,239,697347,15341634,0.39
73,1151,935038,14960608,0.27
38,1993,576216,31115664,0.17
148,1566,907126,13606890,0.39
161,1722,1504,24064,0.39
158,1096,1500,42000,0.11
67,1158,649468,34421804,0.4
159,1580,1512,60480,0.14
125,443,537403,13972478,0.41
159,1352,1511,89149,0.14
129,57,786280,46390520,0.44
99,948,154426,8647856,0.13
162,366,1504,48128,0.42
124,1600,909450,13641750,0.23
52,707,601863,7824219,0.22
66,750,461438,2768628,0.23
57,1969,560213,26330011,0.34
161,29,1499,26982,0.27
160,774,2000,32000,0.16
161,961,1501,85557,0.36
12,1843,285657,7712739,0.17
103,1863,47236,1700496,0.35
33,298,573731,21228047,0.38
80,1048,157995,3949875,0.36
162,163,1503,40581,0.18
160,1432,1996,41916,0.32
68,483,771764,33957616,0.46
158,1476,1500,13500,0.12
122,1192,136866,3558516,0.3
159,468,1513,42364,0.27
159,1287,1513,71111,0.12
160,1404,2001,16008,0.22
162,264,1502,27036,0.37
118,1548,746854,6721686,0.32
93,1872,650349,39020940,0.4
161,100,1506,64758,0.17
143,1680,379437,15936354,0.22
8,715,419261,11739308,0.29
145,514,899612,28787584,0.42
39,9,79769,3908681,0.25
44,1566,111815,1677225,0.11
54,1025,790564,34784816,0.37
158,1869,1500,78000,0.3
60,1019,874941,33247758,0.33
61,759,294317,14127216,0.45
2,851,669005,40140300,0.29
11,492,575858,18427456,0.23
3,1947,354578,9573606,0.25
97,34,44905,1796200,0.2
40,1144,86345,1726900,0.27
159,1310,1510,10570,0.45
4,727,383036,12640188,0.15
38,371,465708,18162612,0.41
158,1129,1501,13509,0.18
159,1147,1507,45210,0.13
160,255,1995,45885,0.49
57,716,723174,41944092,0.34
122,1988,925173,38857266,0.43
100,733,593238,4152666,0.45
71,598,42927,1244883,0.21
162,498,1503,28557,0.22
159,34,1511,60440,0.21
159,1895,1511,33242,0.14
32,1085,718669,41682802,0.15
40,345,561050,27491450,0.24
57,1681,542804,32025436,0.42
14,701,641340,12185460,0.18
68,1535,29013,1711767,0.18
87,766,301888,3924544,0.2
114,1450,54788,1588852,0.42
3,1388,491735,23111545,0.36
148,948,301084,16860704,0.24
47,1892,253803,6598878,0.44
161,338,1503,40581,0.49
4,1795,345883,18331799,0.37
101,771,494218,20757156,0.5
96,1057,64926,3700782,0.32
161,573,1500,57000,0.46
35,1143,608896,28618112,0.39
124,1777,429197,19743062,0.49
162,556,1502,39052,0.23
106,1833,315685,13258770,0.32
129,532,844451,16889020,0.48
159,1185,1511,77061,0.36
4,1996,861397,26703307,0.11
162,953,1497,28443,0.36
27,566,654648,5237184,0.45
160,1604,1998,41958,0.43
128,247,111863,3020301,0.46
65,1219,215503,9697635,0.24
161,761,1498,25466,0.18
126,1676,641823,23747451,0.1
159,1721,1511,69506,0.15
159,1765,1511,75550,0.44
158,549,1500,57000,0.16
153,509,632114,20227648,0.19
43,1428,994263,58661517,0.47
59,766,949092,12338196,0.28
160,478,1996,111776,0.31
158,466,1500,31500,0.15
115,825,805565,35444860,0.44
105,862,678933,18331191,0.24
158,271,1502,42056,0.22
13,394,133887,7631559,0.11
148,748,335084,6701680,0.12
14,1910,848913,35654346,0.5
34,1664,384674,11540220,0.21
122,1408,298285,13721110,0.23
81,1074,169648,2375072,0.29
58,552,741167,17788008,0.41
85,701,241679,4591901,0.2
4,31,461012,8759228,0.35
119,1218,553249,7745486,0.46
52,439,714416,26433392,0.45
11,1004,808166,6465328,0.25
0,634,863912,11230856,0.35
146,1491,580572,6386292,0.15
160,642,2003,56084,0.35
93,364,169410,2202330,0.26
10,1796,990151,54458305,0.2
60,1631,227345,4319555,0.17
93,1248,714484,20720036,0.13
123,1322,768911,5382377,0.36
54,1782,735353,32355532,0.21
158,1555,1501,39026,0.48
42,742,294970,12978680,0.36
33,275,332763,11313942,0.11
151,745,263800,2374200,0.22
129,1612,443121,9305541,0.13
161,1017,1498,55426,0.43
161,1527,1502,45060,0.4
37,1838,24577,196616,0.23
162,1380,1504,37600,0.11
160,858,1998,15984,0.39
146,258,993013,5958078,0.23
90,1770,135414,5551974,0.49
162,1018,1503,43587,0.41
162,1805,1502,37550,0.35
11,1230,655677,6556770,0.44
127,594,90123,5317257,0.25
16,990,857082,23998296,0.22
159,723,1511,21154,0.34
150,1720,102941,4941168,0.29
33,1254,736982,21372478,0.39
40,1783,28872,866160,0.28
105,1450,70603,2047487,0.26
0,1783,516742,15502260,0.28
133,1266,943961,39646362,0.18
43,1690,183190,6594840,0.46
101,1373,417990,10867740,0.2
25,1197,330393,9911790,0.25
106,1152,756948,40875192,0.15
66,1438,421611,10540275,0.2
93,1487,904830,5428980,0.44
78,199,440855,24247025,0.38
106,958,215776,10141472,0.35
159,893,1511,80083,0.16
160,230,2004,42084,0.23
159,601,1510,21140,0.26
11,397,425642,19579532,0.22
147,1750,855638,17968398,0.22
158,718,1498,82390,0.27
100,913,435113,16099181,0.26
102,267,964315,18321985,0.18
158,995,1498,32956,0.11
18,1459,201947,5654516,0.48
56,589,982545,58952700,0.19
14,1002,500585,29534515,0.18
115,1067,347772,11824248,0.31
162,1762,1499,14990,0.28
121,1162,803774,30543412,0.28
159,1644,1504,27072,0.2
159,757,1509,31689,0.16
45,807,809643,9715716,0.32
25,1599,909590,46389090,0.14
34,886,900130,25203640,0.43
53,1250,238140,5239080,0.22
84,1049,585169,19310577,0.17
159,226,1513,46903,0.16
86,613,230445,2534895,0.45
10,1520,749221,32216503,0.46
161,457,1502,39052,0.22
141,1152,958153,51740262,0.18
150,990,953543,26699204,0.25
11,337,237981,8805297,0.37
8,1960,362908,3629080,0.29
158,744,1495,43355,0.1
38,1364,857077,33426003,0.38
160,1859,1998,9990,0.27
97,964,480091,13922639,0.39
115,586,430566,19375470,0.3
132,599,681402,33388698,0.13
103,1879,120111,1441332,0.26
158,1688,1500,40500,0.21
116,405,470835,16950060,0.16
158,330,1492,11936,0.39
159,1434,1509,45270,0.15
46,482,167513,8040624,0.39
158,949,1498,74900,0.26
86,722,27595,772660,0.49
158,816,1500,57000,0.48
162,1405,1497,43413,0.38
132,333,680218,5441744,0.41
154,274,864293,19878739,0.46
161,773,1500,21000,0.49
39,848,99184,2380416,0.14
45,488,964962,55967796,0.43
88,89,477361,10979303,0.39
53,436,158508,7925400,0.24
